Periods,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041
5144,151000,176827.48254958802,204311.04384750253,233164.28851910352,262879.132757244,292724.66270237433,321842.76423361734,349393.9031814131,374690.6097939303,397276.9474981718,416944.7410764833,433701.6065759258,447714.5626197056,459249.7363061967,468620.598101104,476149.6046588966,482143.2027698226,486877.7973126236,490593.6665770328,493494.08340395696
5145,156000,182682.6972035479,211076.31020006884,240884.96032437184,271583.73980218585,302417.5323282808,332499.8094069159,360963.237723844,387097.5836281664,410431.8133093696,430750.8583306716,448062.5869261221,462539.5481369144,474456.681216998,484137.8364488226,491916.1478595223,498108.2094840552,502999.5786805913,506838.4899736233,509834.9470928297
5146,159000,186195.8259959238,215135.47001160865,245517.3634075329,276806.504029151,308233.2541038246,338894.03651089506,367904.8384493025,394541.767928708,418324.7327960882,439034.5286831845,456679.1751362398,471434.5394472397,483580.8481634787,493448.1794574538,501376.07377989776,507687.2135125947,512672.6475013719,516585.3840115776,519639.46530615335
5147,138000,161603.92444929236,186721.35133083013,213090.54182540587,240247.1544403952,267523.2016750176,294134.446783041,319313.6333710927,342432.4778249164,363074.2963890577,381048.8362155941,396363.0576654157,409169.6002749627,419711.6795381136,428275.7783970354,435156.59233726974,440634.1853128181,444961.16575590766,448357.12574589753,451007.8378128878
5148,168000,196735.2123730516,227312.949446228,259414.57265701584,292474.7967100463,325680.41943045624,358076.7178228325,388729.6406256781,416874.320830333,442003.4912562441,463885.5397407232,482528.939766593,498119.5133782156,510953.3490029209,521379.2084833474,529755.851541024,536424.2255982133,541691.8539637136,545826.0661254405,549053.0199461243
5149,152000,177998.52548038,205664.0971180158,234708.4228801572,264620.05416623235,294663.2366275556,323974.173268277,351707.77008989925,377172.0045607775,399907.92066041136,419705.964527321,436573.8026459651,450679.55972314737,462291.12528835697,471724.0457706477,479302.9132990218,485336.2041126691,490102.15358621714,493842.6312563509,496762.2561417315
5150,172000,201419.38409621947,232725.16252828104,265591.1101012305,299438.4823459998,333434.7151311813,366602.3539614714,397985.1082596228,426799.8998977219,452527.3839052023,474930.4335440738,494017.72404674994,509979.50179198256,523118.90493156185,533792.9991615224,542369.0861015246,549196.2309695992,554589.2790580878,558821.9248427129,562125.7108972225
5151,105000,122959.50773315722,142070.5934038925,162134.1079106349,182796.74794377893,203550.26214403516,223797.94863927035,242956.0253910488,260546.45051895813,276252.18203515257,289928.462337952,301580.5873541206,311324.6958613847,319345.8431268255,325862.0053020922,331097.40721314005,335265.1409988833,338557.4087273211,341141.2913284003,343158.1374663277
5152,44000,51525.88895484684,59534.343902583525,67941.9118863613,76600.54199548833,85297.25270797663,93781.99752502756,101810.14397339188,109181.3697412777,115762.81913854012,121493.83183685609,126376.62708172674,130459.8725514374,133821.1152150507,136551.69745992433,138745.5801655063,140492.05908524632,141871.6760381155,142954.4458899963,143799.60046208018
5153,149000,174485.39668800408,201604.93730647603,230076.0197969962,259397.28993926727,288847.5148520117,317579.9461642979,344766.1693644407,369727.8202602358,392015.0011736927,411422.2941748081,427957.21443584736,441784.5684128221,453166.9583418763,462413.7027620165,469842.9873786463,475757.2000841296,480429.0847654365,484095.7372183966,486957.7379284079
5154,153000,179169.56841117196,207017.15038852903,236252.5572412109,266360.9755752208,296601.8105527369,326105.5823029368,354021.6369983854,379653.3993276247,402538.8938226509,422467.18797815865,439445.9987160043,453644.5568265891,465332.5142705172,474827.4934401914,482456.22193914687,488529.2054555157,493326.5098598107,497091.595935669,500030.4288795061
5155,244000,285734.4751132416,330144.9980052359,376768.7840970944,424784.8237931625,473012.037744234,520063.8044569711,564583.5256706277,605460.3231107218,641957.4515864499,673738.5220043837,700815.8410895756,723459.2932397892,742098.9116470994,757241.2313686713,769407.3081905349,779092.3276545478,786742.9307568222,792747.3817536159,797434.14801699
5156,372000,435627.9702546142,503335.81663093343,574417.9823119637,647622.7641436739,721149.5001674388,792884.1608934149,860758.4899568587,923078.853267166,978722.016353112,1027175.1237116014,1068456.9380545986,1102978.9224803343,1131396.7013636106,1154482.5330702693,1173030.8141265532,1187796.4995389008,1199460.5337767946,1208614.8607063326,1215760.2584521323
5157,340000,398154.5964692711,460038.111974509,525005.6827582463,591913.2790560462,659115.1345616375,724679.0717843039,786714.7488853009,843674.2207280549,894530.8751614465,938815.9732847968,976546.6638133428,1008099.015170198,1034072.2539344828,1055172.2076448698,1072124.9376425487,1085620.4565678125,1096281.1330218017,1104647.990968153,1111178.7308433468
5158,330000,386444.1671613513,446507.5792693764,509564.3391477097,574504.0649661624,639729.3953098247,703364.9814377067,763576.0798004391,818860.2730595827,868221.143539051,911203.7387764206,947824.7031129504,978449.0441357804,1003658.3641128804,1024137.7309494324,1040591.8512412972,1053690.4431393477,1064037.5702858665,1072158.3441749725,1078497.0034656012
5159,319000,373562.6949226396,431623.99329373054,492578.86117611936,555353.9294672903,618405.0821328305,679919.4820564499,738123.5438070912,791564.9306242632,839280.438754416,880830.2808172066,916230.5463425188,945834.0759979212,970203.0853091176,989999.8065844512,1005905.4561999206,1018567.4283680358,1028569.6512763372,1036419.7327024732,1042547.1033500812
5160,334000,391128.3388845192,451919.7923514295,515740.8765919244,581467.7506021159,647483.6910105499,711890.6175763456,772831.5474343839,828785.8521269716,878745.0361880092,922248.6325797712,959313.4873931076,990309.0325495476,1015823.9200415212,1036551.5216276074,1053205.0858017977,1066462.4485107334,1076934.9953802405,1085154.2028922448,1091569.6944166997
5161,207000,242405.8866739385,280082.0269962452,319635.8127381088,360370.7316605928,401284.8025125264,441201.6701745615,478970.4500566391,513648.7167373746,544611.4445835865,571573.2543233911,594544.5864981235,613754.4004124441,629567.5193071704,642413.6675955531,652734.8885059046,660951.277969227,667441.7486338615,672535.6886188464,676511.7567193317
5162,192000,224840.2427120589,259786.22793854628,296473.7973223038,334256.9105257672,372206.19363480713,409230.53465466574,444262.4464293464,476427.7952346663,505146.8471499933,530154.9025608265,551461.6454475349,569279.4438608177,583946.6845747667,595861.952552397,605435.2589040275,613056.2578265294,619076.4045299585,623801.2184290749,627489.1656527135
5163,195000,228353.37150443485,263845.3877500861,301106.2004054648,339479.67475273233,378021.91541035095,415624.7617586449,451204.0471548049,483871.979535208,513039.766636712,538438.5729133395,560078.2336576525,578174.435171143,593070.8515212474,605172.2955610283,614895.1848244029,622635.261855069,628749.4733507391,633548.1124670291,637293.6838660372
5164,194000,227182.32857364288,262492.3344795728,299562.0660444112,337738.753343744,376083.34148516966,413493.3527239852,448890.1802463188,481390.5847683607,510408.7934744724,535677.3494625018,557206.0375876133,575209.4380677013,590029.4625390872,602068.8478914845,611741.8761842778,619442.2605122224,625525.1170771456,630299.147787711,634025.5111282626
5165,235000,275195.0887361138,317967.5185706165,362871.5748476114,409116.5311122672,455564.87241760246,500881.1231450336,543758.7234942521,583127.7702090967,618278.693126294,648887.5109468449,674966.0764592224,696774.3193088134,714726.4108076572,729310.2023427776,741027.5304294087,750355.3155689292,757723.7242944804,763506.6996397531,768020.593377019
5166,235000,275195.0887361138,317967.5185706165,362871.5748476114,409116.5311122672,455564.87241760246,500881.1231450336,543758.7234942521,583127.7702090967,618278.693126294,648887.5109468449,674966.0764592224,696774.3193088134,714726.4108076572,729310.2023427776,741027.5304294087,750355.3155689292,757723.7242944804,763506.6996397531,768020.593377019
5167,139000,162774.96738008433,188074.40460134335,214634.67618645955,241988.07584938355,269461.7756001989,296265.85581770074,321627.5002795789,344913.8725917636,365705.2695512973,383810.0596664317,399235.2537354549,412134.5973784045,422753.0685202738,431379.2260665791,438309.9009773949,443827.1866556645,448185.5220295012,451606.09042521566,454276.0105506624
5168,183000,214300.8563349312,247608.7485039269,282576.58807282086,318588.6178448719,354759.0283081755,390047.8533427283,423437.6442529708,454095.2423330413,481468.0886898374,505303.89150328777,525611.8808171817,542594.4699298419,556574.1837353245,567930.9235265035,577055.4811429012,584319.2457409109,590057.1980676167,594560.5363152119,598075.6110127425
5169,139000,162774.96738008433,188074.40460134335,214634.67618645955,241988.07584938355,269461.7756001989,296265.85581770074,321627.5002795789,344913.8725917636,365705.2695512973,383810.0596664317,399235.2537354549,412134.5973784045,422753.0685202738,431379.2260665791,438309.9009773949,443827.1866556645,448185.5220295012,451606.09042521566,454276.0105506624
5170,145000,169801.22496483618,196192.72422442297,223899.48235278155,252433.60430331377,281093.21915128664,309054.31002565904,335510.701730496,359802.24119284697,381491.1085247345,400377.4003714575,416468.4301556904,429924.5799990551,441001.4024132353,449999.9120838415,457229.7528181457,462985.1947127436,467531.6596710624,471099.8785011242,473885.0469773096
5171,145000,169801.22496483618,196192.72422442297,223899.48235278155,252433.60430331377,281093.21915128664,309054.31002565904,335510.701730496,359802.24119284697,381491.1085247345,400377.4003714575,416468.4301556904,429924.5799990551,441001.4024132353,449999.9120838415,457229.7528181457,462985.1947127436,467531.6596710624,471099.8785011242,473885.0469773096
5172,153000,179169.56841117196,207017.15038852903,236252.5572412109,266360.9755752208,296601.8105527369,326105.5823029368,354021.6369983854,379653.3993276247,402538.8938226509,422467.18797815865,439445.9987160043,453644.5568265891,465332.5142705172,474827.4934401914,482456.22193914687,488529.2054555157,493326.5098598107,497091.595935669,500030.4288795061
5173,163000,190879.9977190917,220547.68309366168,251693.90085174752,283770.18966510444,315987.5498045498,347419.67264953395,377160.3060832472,404467.3469960969,428848.6254450464,450079.422486535,468167.9594163968,483294.52786100673,495746.40409211966,505861.9701356288,513989.3083403983,520459.2188839807,525570.072595746,529581.24272885,532712.1562572515
5174,157000,183853.74013433987,212429.3634705821,242429.09468542552,273324.6612111742,304356.1062534621,334631.21844157565,363277.1046323301,389578.9783950136,413062.7864716091,433512.0817815092,450934.7829961613,465504.5452403562,477498.0701991582,487241.2841183664,495069.45649964747,501301.21082690166,506223.9349541848,510087.45465294144,513103.1198306042
5175,170000,199077.29823463556,230019.0559872545,262502.8413791232,295956.6395280231,329557.5672808188,362339.535892152,393357.37444265047,421837.1103640274,447265.43758072326,469407.98664239846,488273.33190667146,504049.507585099,517036.12696724135,527586.1038224349,536062.4688212743,542810.2282839062,548140.5665109007,552323.9954840767,555589.3654216734
5176,180000,210787.72754255525,243549.58869238716,277944.1849896598,313365.85361790675,348943.3065326317,383653.62623874913,416496.0435275122,446651.0580324996,473575.1692031187,497020.22115077486,516995.2926070639,533699.4786195166,547450.0167888438,558620.5805178722,567595.5552225257,574740.2417123714,580384.1292468361,584813.6422772576,588271.0927994188
5177,170000,199077.29823463556,230019.0559872545,262502.8413791232,295956.6395280231,329557.5672808188,362339.535892152,393357.37444265047,421837.1103640274,447265.43758072326,469407.98664239846,488273.33190667146,504049.507585099,517036.12696724135,527586.1038224349,536062.4688212743,542810.2282839062,548140.5665109007,552323.9954840767,555589.3654216734
5178,148000,173314.35375721208,200251.88403596275,228531.88543594253,257656.36853027888,286908.94092683046,315448.5371296382,342452.3024559545,367246.4254933886,389384.0280114532,408661.0707239704,425085.0183658081,438819.5713093804,450125.569359716,459310.2550924728,466689.6787385212,472564.1987412831,477204.728491843,480846.77253907855,483689.5651906333
5179,245000,286905.51804403355,331498.0512757492,378312.9184581481,426525.7452021509,474950.6116694153,522195.2134916308,566897.392579114,607941.7178775689,644588.4247486894,676499.7454552214,703688.0371596147,726424.2903432309,745140.3006292597,760344.679038215,772560.61683066,782285.3289973943,789967.2870304158,795996.346432934,800702.3207547646
5180,405000,474272.3869707493,547986.5745578711,625374.4162267346,705073.1706402902,785122.4396984213,863220.6590371856,937116.0979369024,1004964.8805731242,1065544.1307070171,1118295.497589243,1163239.408365894,1200823.8268939124,1231762.5377748986,1256896.3061652123,1277089.999250683,1293165.5438528354,1305864.2908053813,1315830.69512383,1323609.9587986926
5181,297000,347799.7504452162,401856.8213424388,458607.9052329387,517053.6584695462,575756.4557788422,633028.4832939361,687218.4718203952,736974.2457536245,781399.0291851459,820083.3648987785,853042.2328016554,880604.1397222024,903292.5277015924,921723.9578544892,936532.6661171674,948321.3988254128,957633.8132572796,964942.5097574752,970647.3031190411
5182,330000,386444.1671613513,446507.5792693764,509564.3391477097,574504.0649661624,639729.3953098247,703364.9814377067,763576.0798004391,818860.2730595827,868221.143539051,911203.7387764206,947824.7031129504,978449.0441357804,1003658.3641128804,1024137.7309494324,1040591.8512412972,1053690.4431393477,1064037.5702858665,1072158.3441749725,1078497.0034656012
5183,288000,337260.3640680884,389679.3419078194,444710.69598345575,501385.3657886508,558309.2904522107,613845.8019819986,666393.6696440196,714641.6928519994,757720.2707249899,795232.3538412398,827192.4681713022,853919.1657912266,875920.02686215,893792.9288285956,908152.8883560412,919584.3867397942,928614.6067949376,935701.8276436124,941233.7484790704
5184,259000,303300.1190751212,350440.79706293484,399930.7995128994,450898.64492798806,502090.64662195335,552034.9399768668,599291.5292979204,642681.24461343,681422.0490200431,715156.8737669482,743898.7821401642,767934.2497914156,787719.746379503,803792.9464118273,816706.9377924121,826987.3477972454,835108.2748607253,841481.8519433874,846456.7390836083
5185,243000,284563.4321824496,328791.9447347226,375224.6497360408,423043.9023841741,471073.46381905273,517932.3954223113,562269.6587621415,602978.9283438745,639326.4784242103,670977.2985535461,697943.6450195363,720494.2961363475,739057.5226649392,754137.7836991275,766253.9995504097,775899.3263117013,783518.5744832287,789498.4170742979,794165.9752792155
5186,208000,243576.9296047305,281435.08026675845,321179.9470991625,362111.65306958114,403223.3764377077,443333.0792092213,481284.31696512527,516130.1115042218,547242.4177458261,574334.4777742287,597416.7825681628,616719.3975158859,632608.9082893307,645517.1152650968,655888.1971460298,664144.2793120735,670666.104907455,675784.6532981644,679779.9294571063
5187,187000,218985.02805809907,253020.96158598,288753.1255170355,325552.3034808253,362513.3240089007,398573.4894813672,432693.1118869155,464020.82140043017,491991.9813387956,516348.7853066384,537100.6650973386,554454.4583436089,568739.7396639655,580344.7142046784,589668.7157034017,597091.2511122968,602954.6231619908,607556.3950324843,611148.3019638407
5188,172000,201419.38409621947,232725.16252828104,265591.1101012305,299438.4823459998,333434.7151311813,366602.3539614714,397985.1082596228,426799.8998977219,452527.3839052023,474930.4335440738,494017.72404674994,509979.50179198256,523118.90493156185,533792.9991615224,542369.0861015246,549196.2309695992,554589.2790580878,558821.9248427129,562125.7108972225
5189,191000,223669.19978126697,258433.17466803305,294929.6629612502,332515.98911677883,370267.6197096258,407099.125620006,441948.5795208602,473946.4004678191,502515.87398775376,527393.6791099889,548589.4493774956,566314.446757376,580905.2955926065,592758.5048828534,602281.9502639023,609863.2564836829,615852.048256365,620552.2537497567,624220.992914939
5190,197000,230695.4573660188,266551.4942911126,304194.46912757214,342961.51757070905,381899.06326071353,419887.5798279643,455831.7809717773,488834.7690689024,518301.712961191,543961.0198150147,565822.6257977311,584104.4293780265,599153.6294855679,611379.1909001158,621201.8021046532,629021.264540762,635198.1858979262,640046.0418256654,643830.0293415862
5191,238000,278708.2175284897,322026.6783821563,367503.97793077247,414339.29533923225,461380.59419314633,507275.3502490128,550700.3242197107,590571.9545096384,626171.6126130125,657171.1812993579,683582.66466934,705669.3106191386,723850.5777541379,738620.5453514089,750487.456349784,759934.3195974687,767396.793115261,773253.5936777074,777825.1115903427
5192,148000,173314.35375721208,200251.88403596275,228531.88543594253,257656.36853027888,286908.94092683046,315448.5371296382,342452.3024559545,367246.4254933886,389384.0280114532,408661.0707239704,425085.0183658081,438819.5713093804,450125.569359716,459310.2550924728,466689.6787385212,472564.1987412831,477204.728491843,480846.77253907855,483689.5651906333
5193,144000,168630.1820340442,194839.6709539097,222355.34799172787,250692.6828943254,279154.6452261053,306922.9009909993,333196.8348220098,357320.8464259997,378860.13536249497,397616.1769206199,413596.2340856511,426959.5828956133,437960.013431075,446896.4644142978,454076.4441780206,459792.1933698971,464307.3033974689,467850.9138218061,470616.87423953513
5194,166000,194393.1265114676,224606.84290520145,256326.3039349085,288992.9538920696,321803.27158009366,353813.8997535131,384101.90680870577,411911.53129663854,436741.54493176506,458363.0928390479,476784.5476265145,492189.519171332,504870.5710386004,515172.31314426,523449.23426077375,530038.2229125202,535243.1414165266,539328.1367668043,542516.6744705752
5195,154000,180340.61134196396,208370.20365904237,237796.69160226453,268101.89698420913,298540.3844779182,328236.9913375965,356335.5039068716,382134.7940944719,405169.8669848905,425228.41142899625,442318.1947860436,456609.5539300309,468373.9032526775,477930.9411097352,485609.530579272,491722.2067983621,496550.8661334042,500340.5606149871,503298.60161728057
5196,159000,186195.8259959238,215135.47001160865,245517.3634075329,276806.504029151,308233.2541038246,338894.03651089506,367904.8384493025,394541.767928708,418324.7327960882,439034.5286831845,456679.1751362398,471434.5394472397,483580.8481634787,493448.1794574538,501376.07377989776,507687.2135125947,512672.6475013719,516585.3840115776,519639.46530615335
5197,167000,195564.1694422596,225959.89617571476,257870.43829596217,290733.87530105794,323741.84550527495,355945.3087881728,386415.773717192,414392.9260634858,439372.5180940046,461124.3162898856,479656.74369655375,495154.51627477375,507911.9600207607,518275.7608138037,526602.5429008988,533231.2242553667,538467.4976901201,542577.1014461224,545784.8472083497
5198,162000,189708.9547882997,219194.62982314845,250149.76649069384,282029.2682561161,314048.9758793685,345288.2636148742,374846.439174761,401985.9522292497,426217.65228280687,447318.1990356974,465295.7633463575,480329.530757565,492705.0151099594,502758.522466085,510835.9997002732,517266.2175411342,522345.71632215247,526332.2780495319,529443.983519477
5199,153000,179169.56841117196,207017.15038852903,236252.5572412109,266360.9755752208,296601.8105527369,326105.5823029368,354021.6369983854,379653.3993276247,402538.8938226509,422467.18797815865,439445.9987160043,453644.5568265891,465332.5142705172,474827.4934401914,482456.22193914687,488529.2054555157,493326.5098598107,497091.595935669,500030.4288795061
5200,153000,179169.56841117196,207017.15038852903,236252.5572412109,266360.9755752208,296601.8105527369,326105.5823029368,354021.6369983854,379653.3993276247,402538.8938226509,422467.18797815865,439445.9987160043,453644.5568265891,465332.5142705172,474827.4934401914,482456.22193914687,488529.2054555157,493326.5098598107,497091.595935669,500030.4288795061
5201,156000,182682.6972035479,211076.31020006884,240884.96032437184,271583.73980218585,302417.5323282808,332499.8094069159,360963.237723844,387097.5836281664,410431.8133093696,430750.8583306716,448062.5869261221,462539.5481369144,474456.681216998,484137.8364488226,491916.1478595223,498108.2094840552,502999.5786805913,506838.4899736233,509834.9470928297
5202,158000,185024.78306513184,213782.41674109537,243973.2290464792,275065.5826201626,306294.6801786433,336762.6274762353,365590.9715408163,392060.3731618608,415693.7596338487,436273.3052323468,453806.97906620055,468469.5423437979,480539.45918131847,490344.7317879101,498222.7651397726,504494.21216974815,509448.2912277784,513336.4193322595,516371.2925683788
5203,189000,221327.113919683,255727.0681270065,291841.3942391428,329034.1462988021,366390.47185926326,402836.3075506866,437320.8457038879,468983.6109341246,497253.9276632746,521871.2322083136,542845.0572374171,560384.4525504925,574822.517628286,586551.6095437659,595975.332983652,603477.2537979899,609403.3357091779,614054.3243911206,617684.6474393898
5204,409000,478956.5586939173,553398.7876399241,631550.9536709493,712036.8562762437,792876.7353991464,871746.2951758244,946371.5655708472,1014890.459640513,1076068.0233559753,1129340.391392594,1174728.1926460508,1212683.8153076794,1243928.0937035396,1269310.0968433877,1289703.2338111836,1305937.5492242216,1318761.7158997552,1328826.5538411022,1336682.6497497906
5205,310000,363023.3085455118,419446.5138591112,478681.6519266364,539685.636786395,600957.916806199,660736.8007445124,717298.7416307156,769232.3777226383,815601.68029426,855979.2697596678,890380.7817121656,919149.1020669452,942830.5844696754,962068.7775585578,977525.6784387944,989830.4162824173,999550.4448139956,1007179.0505886103,1013133.5487101102
5206,383000,448509.4424933259,518219.4026065793,591403.4602835539,666772.8996425461,742473.813344433,816329.6602746717,886211.0259502066,950374.1957024854,1007662.721137747,1057548.5816708154,1100051.0948250303,1135593.8906181937,1164851.980167373,1188620.4574352505,1207717.2091679298,1222919.5143102123,1234928.4527863234,1244353.4721788317,1251710.1585676523
5207,373000,436799.01318540616,504688.8699014467,575962.1166730173,649363.6855526624,723088.07409262,795015.5699280746,863072.3568653448,925560.2480340132,981352.9895153516,1029936.347162439,1071329.134124638,1105943.919583776,1134438.0903457708,1157585.980739813,1176184.1227666785,1190989.500881747,1202684.8900503882,1211863.8253856506,1219028.4311899068
5208,251000,293931.77562878537,339616.3708988287,387577.7246244701,436971.2736560811,486582.0552205031,534983.667699589,580780.594030031,622830.0864786523,660374.2637221267,693067.0861602472,720921.2135798503,744214.2729638815,763388.634522221,778965.3650554774,791480.4686714109,801443.3370544733,809313.424671977,815490.1345088426,820311.3571814118
5209,235000,275195.0887361138,317967.5185706165,362871.5748476114,409116.5311122672,455564.87241760246,500881.1231450336,543758.7234942521,583127.7702090967,618278.693126294,648887.5109468449,674966.0764592224,696774.3193088134,714726.4108076572,729310.2023427776,741027.5304294087,750355.3155689292,757723.7242944804,763506.6996397531,768020.593377019
5210,211000,247090.05839710645,285494.24007829826,325812.3501823235,367334.4172965463,409039.0982132516,449727.3063132004,488225.9176905838,523574.2958047635,555135.3372325447,582618.1481267416,606033.3707782804,625614.3888262111,641733.0752358113,654827.458273728,665348.1230664052,673723.283340613,680339.1737282356,685531.5473361188,689584.44767043
5211,202000,236550.6720199787,273316.7606436789,311915.14093284047,351666.1246156509,391591.93288662,430544.6250012629,467401.1155142082,501241.7429031385,531456.5787723887,557767.1370692028,580183.6061479272,598929.4148952353,614360.5743963692,626896.4292478344,636968.3453052789,644986.2712549944,651319.9672658938,656290.8652222558,660170.893030459
5212,191000,223669.19978126697,258433.17466803305,294929.6629612502,332515.98911677883,370267.6197096258,407099.125620006,441948.5795208602,473946.4004678191,502515.87398775376,527393.6791099889,548589.4493774956,566314.446757376,580905.2955926065,592758.5048828534,602281.9502639023,609863.2564836829,615852.048256365,620552.2537497567,624220.992914939
5213,196000,229524.4144352268,265198.44102059933,302650.3347665185,341220.5961617207,379960.4893355322,417756.1707933046,453517.9140632911,486353.3743020552,515670.7397989515,541199.796364177,562950.4297276918,581139.4322745848,596112.2405034077,608275.743230572,618048.493464528,625828.2631979154,631973.8296243326,636797.0771463473,640561.8566038116
5214,217000,254116.31598185824,293612.5597013778,335077.15634864545,377779.9457504765,420670.54176433926,462515.7605211587,502109.1191415009,538462.6644058469,570921.176205982,599185.4888317675,623266.547198516,643404.3714468618,659981.4091287728,673448.1442909904,684267.9749071561,692881.291397692,699685.3113697969,705025.3354120273,709193.4840970772
5215,141000,165117.05324166827,190780.5111423699,217722.9449085669,245469.9186673603,273338.9234505615,300528.6738870201,326255.23409655126,349876.66212545807,370967.2158757763,389332.506568107,404979.6458755334,418064.591585288,428835.8464845944,437586.1214056666,444616.5182576452,450213.1893413576,454634.23457668826,458104.0197838519,460812.35602621146
5216,160000,187366.86892671575,216488.5232821219,247061.49776858653,278547.4254381393,310171.8280290059,341025.4455455548,370218.7053577887,397023.1626955553,420955.7059583277,441795.75213402207,459551.37120627903,474399.5365506815,486622.2371456389,496551.6271269976,504529.3824200229,510880.2148554412,515897.0037749654,519834.3486908957,522907.6380439279
5217,153000,179169.56841117196,207017.15038852903,236252.5572412109,266360.9755752208,296601.8105527369,326105.5823029368,354021.6369983854,379653.3993276247,402538.8938226509,422467.18797815865,439445.9987160043,453644.5568265891,465332.5142705172,474827.4934401914,482456.22193914687,488529.2054555157,493326.5098598107,497091.595935669,500030.4288795061
5218,161000,188537.91185750772,217841.57655263515,248605.63212964017,280288.3468471277,312110.4019541872,343156.8545802145,372532.5722662748,399504.5574624024,423586.6791205673,444556.9755848597,462423.5672763183,477364.5336541232,489663.6261277992,499655.0747965413,507682.69106014806,514073.2161982877,519121.36004855897,523083.3133702138,526175.8107817024
5219,145000,169801.22496483618,196192.72422442297,223899.48235278155,252433.60430331377,281093.21915128664,309054.31002565904,335510.701730496,359802.24119284697,381491.1085247345,400377.4003714575,416468.4301556904,429924.5799990551,441001.4024132353,449999.9120838415,457229.7528181457,462985.1947127436,467531.6596710624,471099.8785011242,473885.0469773096
5220,160000,187366.86892671575,216488.5232821219,247061.49776858653,278547.4254381393,310171.8280290059,341025.4455455548,370218.7053577887,397023.1626955553,420955.7059583277,441795.75213402207,459551.37120627903,474399.5365506815,486622.2371456389,496551.6271269976,504529.3824200229,510880.2148554412,515897.0037749654,519834.3486908957,522907.6380439279
5221,179000,209616.68461176328,242196.53542187388,276400.0506286062,311624.9322089184,347004.7326074504,381522.2172040894,414182.17661902605,444169.6632656524,470944.1960408792,494258.9976999372,514123.0965370247,530734.4815160749,544408.6278066835,555517.1328483286,564442.2465824006,571547.2403695248,577159.7729732426,581564.6775979396,585002.9200616443
5222,164000,192051.04064988368,221900.73636417493,253238.0352128012,285511.1110740928,317926.1237297311,349551.08168419363,379474.17299173336,406948.74176294415,431479.59860728594,452840.64593737264,471040.155486436,486259.5249644485,498787.7930742799,508965.4178051725,517142.61698052345,523652.2202268272,528794.4288693395,532830.2074081681,535980.3289950261
5223,164000,192051.04064988368,221900.73636417493,253238.0352128012,285511.1110740928,317926.1237297311,349551.08168419363,379474.17299173336,406948.74176294415,431479.59860728594,452840.64593737264,471040.155486436,486259.5249644485,498787.7930742799,508965.4178051725,517142.61698052345,523652.2202268272,528794.4288693395,532830.2074081681,535980.3289950261
5224,160000,187366.86892671575,216488.5232821219,247061.49776858653,278547.4254381393,310171.8280290059,341025.4455455548,370218.7053577887,397023.1626955553,420955.7059583277,441795.75213402207,459551.37120627903,474399.5365506815,486622.2371456389,496551.6271269976,504529.3824200229,510880.2148554412,515897.0037749654,519834.3486908957,522907.6380439279
5225,173000,202590.42702701144,234078.2157987943,267135.2444622842,301179.40375498816,335373.28905636264,368733.7629961311,400298.975168109,429281.2946645691,455158.35706744186,477691.6569949114,496889.9201167892,512944.4988954243,526160.2939137222,536896.4468310662,545522.3947416497,552389.2323124458,557813.6353316813,562070.889522031,565393.8836349971
5226,152000,177998.52548038,205664.0971180158,234708.4228801572,264620.05416623235,294663.2366275556,323974.173268277,351707.77008989925,377172.0045607775,399907.92066041136,419705.964527321,436573.8026459651,450679.55972314737,462291.12528835697,471724.0457706477,479302.9132990218,485336.2041126691,490102.15358621714,493842.6312563509,496762.2561417315
5227,261000,305642.2049367051,353146.90360396134,403019.0682350068,454380.4877459648,505967.79447231593,556297.7580461863,603919.2631148928,647644.0341471245,686683.9953445222,720679.3206686235,749643.1742802426,773864.2439982991,793802.5243438235,809999.8417509148,823013.5550726623,833373.3504829385,841556.9874079124,847979.7813020237,852993.0845591574
5228,350000,409865.0257771908,473568.6446796416,540447.026368783,609322.4931459298,678500.8738134505,745993.1621309011,809853.4179701627,868488.1683965271,920840.606783842,966428.2077931734,1005268.6245137354,1037748.9862046156,1064486.143756085,1086206.6843403073,1103658.0240438,1117550.4699962777,1128524.695757737,1137137.6377613344,1143860.4582210924
5229,369000,432114.8414622383,499276.6568193936,569785.5792288027,642399.9999167089,715333.7783918949,786489.9337894358,853816.8892314001,915634.6689666244,970829.0968663932,1018891.4533590884,1059840.349844481,1094083.931170009,1122272.5344171298,1145172.190061638,1163570.888206178,1178217.4955103612,1189787.464956014,1198867.9666683783,1205955.7402388088
5230,364000,426259.6268082784,492511.3904668273,562064.9074235343,633695.392871767,705640.9087659884,775832.8886161371,842247.5546889692,903227.6951323882,957674.2310551956,1005085.3361049002,1045479.3694942849,1079258.9456528004,1107065.5895063286,1129654.9517139194,1147804.345005552,1162252.488796129,1173665.6835880463,1182623.1432717878,1189614.876549936
5231,324000,379417.9095765995,438389.2596462969,500299.5329813877,564058.5365122322,628097.951758737,690576.5272297484,749692.878349522,803971.9044584994,852435.3045656137,894636.3980713948,930591.526692715,960659.06151513,985410.0302199188,1005517.04493217,1021671.9994005464,1034532.4350822684,1044691.4326443048,1052664.5560990635,1058887.967038954
